age_of_property,coop_condo,dining_room_type,fuel_type,garage_exists,kitchen_type,maintenance_cost,num_bedrooms,num_full_bathrooms,num_half_bathrooms,num_total_rooms,parking_charges,pct_tax_deductibl,sale_price,sq_footage,total_taxes,zip_code,common_charges_numeric_dollars
74,co-op,formal,gas,0,combo,660,2,1,0,4,18,0,NA,NA,NA,11427,0
61,co-op,formal,gas,0,eatin,1200,1,1,0,4,47,40,NA,950,NA,11360,0
61,co-op,NA,oil,0,eatin,1394,2,2,0,5,47,40,NA,1200,NA,11360,0
61,co-op,NA,gas,0,eatin,1245,1,1,0,4,47,0,NA,NA,NA,11360,0
18,condo,NA,gas,0,combo,218,1,1,0,3,0,0,NA,NA,231,11102,0
7,condo,NA,gas,0,combo,NA,1,1,0,3,0,0,NA,NA,104,11106,314
74,co-op,NA,gas,1,combo,776,2,1,0,5,0,0,NA,NA,NA,11422,0
36,condo,combo,gas,0,combo,NA,3,2,0,6,0,0,NA,NA,3158,11362,0
36,condo,combo,gas,0,combo,NA,3,2,0,6,0,0,NA,1250,3200,11362,470
37,condo,combo,gas,0,combo,NA,3,2,0,5,0,0,NA,1150,2765,11362,424
71,co-op,formal,gas,0,eatin,723,1,1,0,3,0,0,NA,NA,NA,11362,0
84,co-op,combo,oil,0,eatin,891,2,1,0,5,0,0,NA,900,NA,11103,0
71,co-op,formal,oil,0,eatin,1034,2,1,0,5,0,0,NA,NA,NA,11362,0
74,co-op,combo,gas,0,eatin,701,2,1,0,5,0,39,NA,NA,NA,11426,0
75,co-op,combo,gas,0,efficiency kitchen,767,3,1,0,5,0,39,NA,797,NA,11426,0
75,co-op,other,gas,0,eatin,613,1,1,0,4,0,39,NA,641,NA,11426,0
74,co-op,combo,NA,0,eatin,719,1,1,0,4,0,0,NA,NA,NA,11426,0
8,condo,other,gas,0,none,NA,NA,1,0,2,0,0,NA,466,31,11102,132
8,condo,other,gas,0,none,NA,1,1,0,3,0,0,NA,755,54,11102,226
74,co-op,formal,gas,0,eatin,811,2,1,0,5,0,0,NA,960,NA,11362,0
59,co-op,formal,gas,1,efficiency,670,1,1,0,4,0,0,NA,NA,NA,11103,0
NA,condo,combo,NA,0,efficiency kitchen,NA,1,1,0,3,0,0,NA,623,829,11102,0
33,condo,NA,electric,0,none,NA,NA,1,0,2,0,0,NA,NA,2800,11102,443
35,condo,combo,electric,0,efficiency kitchen,779,2,2,0,4,0,0,NA,886,3682,11102,0
76,co-op,NA,gas,0,combo,800,2,1,0,6,0,0,NA,NA,NA,11004,0
74,co-op,combo,gas,0,efficiency kitchen,631,2,1,0,4,25,39,NA,NA,NA,11004,0
74,co-op,combo,gas,0,eatin,702,2,1,0,5,0,39,NA,NA,NA,11004,0
74,co-op,other,gas,0,efficiency kitchen,514,1,1,0,3,25,39,NA,NA,NA,11004,0
64,co-op,formal,gas,0,eatin,764,2,1,0,4,25,0,NA,1000,NA,11354,0
69,co-op,combo,gas,0,efficiency,769,2,1,0,4,0,0,NA,900,NA,11354,0
74,co-op,combo,gas,0,efficiency kitchen,654,1,1,0,3,0,0,NA,NA,NA,11354,0
18,condo,NA,gas,0,eatin,NA,1,1,0,4,0,0,NA,729,216,11102,373
70,co-op,combo,oil,0,eatin,NA,1,1,0,4,0,0,NA,NA,NA,11354,650
74,co-op,combo,gas,0,eatin,723,2,1,0,4,0,39,NA,764,NA,11004,0
49,co-op,combo,oil,1,efficiency kitchen,885,1,1,0,3,88,50,NA,750,NA,11005,0
49,co-op,combo,gas,1,efficiency kitchen,1048,1,1,1,3,80,50,NA,835,NA,11005,0
49,co-op,NA,electric,1,efficiency,1583,1,1,1,4,87,50,NA,1190,NA,11005,0
49,co-op,formal,NA,1,eatin,1689,1,1,1,4,80,50,NA,1200,NA,11005,0
49,co-op,formal,oil,1,eatin,1928,1,1,1,4,80,50,NA,1200,NA,11005,0
49,co-op,NA,oil,1,efficiency kitchen,1751,1,1,1,4,145,50,NA,1200,NA,11005,0
49,co-op,formal,electric,0,eatin,2258,2,2,1,5,168,50,NA,1549,NA,11005,0
49,co-op,formal,gas,1,efficiency,2186,2,2,1,5,87,0,NA,1549,NA,11005,0
49,co-op,combo,gas,1,efficiency kitchen,1118,1,1,0,3,0,0,NA,NA,NA,11005,0
49,co-op,combo,oil,1,efficiency kitchen,1002,1,1,0,3,145,50,NA,800,NA,11005,0
49,co-op,formal,electric,1,efficiency kitchen,1346,1,1,1,4,87,50,NA,1010,NA,11005,0
49,co-op,NA,gas,0,efficiency kitchen,1378,1,1,1,4,87,50,NA,1131,NA,11005,0
49,co-op,NA,electric,1,efficiency kitchen,1726,1,1,1,4,0,50,NA,1200,NA,11005,0
49,co-op,NA,electric,1,eatin,1573,1,1,1,4,87,50,NA,1230,NA,11005,0
49,co-op,NA,oil,1,eatin,2146,2,2,1,5,176,50,NA,1500,NA,11005,0
49,co-op,formal,electric,1,efficiency,2048,2,2,1,5,87,50,NA,1549,NA,11005,0
49,co-op,combo,oil,0,efficiency,956,1,1,0,3,0,50,NA,750,NA,11005,0
49,co-op,combo,gas,1,efficiency,986,1,1,0,4,0,50,NA,834,NA,11005,0
49,co-op,combo,electric,1,eatin,1193,1,1,0,4,88,0,NA,881,NA,11005,0
49,co-op,formal,electric,1,eatin,1763,1,1,1,4,80,50,NA,1341,NA,11005,0
49,co-op,formal,electric,1,eatin,2597,2,2,1,5,87,50,NA,1622,NA,11005,0
49,co-op,formal,gas,1,eatin,2435,2,2,1,5,80,0,NA,1622,NA,11005,0
49,co-op,NA,oil,0,eatin,1643,1,1,1,4,88,50,NA,1150,NA,11005,0
72,co-op,formal,gas,0,eatin,661,2,1,0,4,0,0,NA,571,NA,11427,0
69,co-op,combo,gas,0,eatin,908,2,1,0,4,0,0,NA,NA,NA,11354,0
64,co-op,combo,gas,0,efficiency kitchen,638,1,1,0,3,0,0,NA,NA,NA,11354,0
64,co-op,formal,oil,0,eatin,1022,3,2,0,6,0,0,NA,NA,NA,11354,0
64,co-op,formal,gas,0,eatin,779,3,2,0,6,0,0,NA,NA,NA,11354,0
72,co-op,formal,oil,0,eatin,605,1,1,0,4,100,0,NA,890,NA,11354,0
64,co-op,other,gas,0,efficiency kitchen,347,NA,1,0,2,0,0,NA,NA,NA,11354,0
14,condo,NA,gas,0,combo,NA,2,1,0,5,0,0,NA,NA,395,11106,350
14,condo,combo,gas,0,eatin,NA,1,1,0,3,0,0,NA,NA,120,11102,282
17,condo,combo,gas,0,eatin,NA,2,2,0,6,0,0,NA,1122,13,11354,295
17,condo,combo,gas,0,eatin,NA,2,2,0,6,0,0,NA,1122,13,11354,275
17,condo,combo,gas,0,eatin,NA,2,2,0,6,0,0,NA,1233,13,11354,295
17,condo,combo,gas,0,eatin,NA,2,2,0,6,0,0,NA,1233,13,11354,302
17,condo,other,gas,0,none,NA,NA,2,0,0,0,0,NA,2454,219,11354,437
17,condo,combo,gas,0,eatin,NA,2,2,0,6,0,0,NA,1233,13,11354,289
17,condo,combo,gas,1,combo,NA,2,2,0,4,0,0,NA,NA,20,11354,220
69,co-op,combo,gas,0,eatin,718,1,1,0,3,0,0,NA,750,NA,11354,0
72,co-op,other,oil,0,eatin,590,1,1,0,1,0,40,NA,700,NA,11369,0
72,co-op,other,oil,0,eatin,722,2,1,0,4,48,40,NA,NA,NA,11369,0
NA,co-op,NA,NA,0,NA,NA,NA,1,0,4,0,0,NA,NA,NA,"32-42 89th St,  E. Elmhurst NY, 1136",0
38,condo,combo,gas,1,combo,NA,3,2,1,6,0,0,NA,1633,3802,11356,590
67,co-op,combo,oil,0,efficiency kitchen,494,1,1,0,3,0,0,NA,700,NA,11372,0
NA,co-op,formal,oil,0,efficiency kitchen,695,2,1,0,4,0,0,NA,NA,NA,11372,0
72,co-op,NA,oil,0,efficiency kitchen,642,2,1,0,4,0,0,NA,NA,NA,11372,0
66,co-op,other,gas,0,efficiency kitchen,507,1,1,0,3,0,0,NA,675,NA,11372,0
67,co-op,combo,NA,0,efficiency kitchen,482,1,1,0,4,75,0,NA,NA,NA,11372,0
66,co-op,combo,gas,0,efficiency kitchen,570,1,1,0,3,0,0,NA,730,NA,11372,0
74,co-op,combo,oil,0,efficiency kitchen,490,1,1,0,3,0,0,NA,NA,NA,11372,0
66,co-op,NA,gas,0,combo,860,3,1,1,5,0,0,NA,NA,NA,11106,0
66,co-op,NA,gas,0,combo,661,2,1,0,4,0,0,NA,NA,NA,11106,0
62,co-op,formal,oil,0,eatin,685,2,2,0,7,0,0,NA,NA,NA,11354,0
73,co-op,formal,gas,1,eatin,578,1,1,0,4,133,35,NA,NA,NA,11372,0
85,co-op,NA,gas,0,combo,892,1,1,0,4,0,0,NA,NA,NA,11372,0
64,co-op,NA,gas,0,combo,800,1,1,0,4,0,0,NA,NA,NA,11377,0
94,condo,combo,oil,0,eatin,549,1,1,0,3,0,0,NA,1000,3673,11372,0
16,condo,formal,gas,0,combo,NA,2,2,0,5,0,0,NA,998,45,11354,277
20,condo,combo,gas,0,eatin,NA,2,2,0,4,0,0,NA,NA,45,11354,245
20,condo,combo,gas,0,eatin,NA,2,2,0,4,0,0,NA,643,449,11354,258
44,co-op,NA,gas,0,combo,504,1,1,0,4,0,0,NA,650,NA,11358,0
74,co-op,formal,gas,0,combo,546,1,2,0,4,0,0,NA,650,NA,11358,0
108,co-op,formal,gas,0,eatin,467,1,1,0,3,0,0,NA,800,NA,11372,0
9,condo,formal,gas,0,eatin,NA,1,1,0,2,0,0,NA,495,153,11354,224
36,condo,combo,gas,0,combo,NA,2,1,1,5,0,0,NA,NA,5363,11354,620
66,co-op,NA,NA,0,efficiency,NA,1,1,0,3,0,0,NA,547,2424,11372,353
76,co-op,NA,gas,0,none,686,1,1,0,4,0,0,NA,733,NA,11372,0
82,co-op,formal,gas,0,eatin,748,1,1,0,4,0,0,NA,950,NA,11372,0
94,co-op,combo,gas,0,eatin,641,1,1,0,3,0,0,NA,NA,NA,"35-25 77 St,  Jackson Heights NY, 1137",0
103,co-op,formal,gas,0,efficiency kitchen,812,3,2,0,6,0,30,NA,1250,NA,11372,0
84,co-op,formal,oil,0,efficiency,783,1,1,0,3,0,50,NA,NA,NA,11372,0
69,co-op,combo,NA,1,efficiency kitchen,596,1,1,0,4,65,0,NA,650,NA,11372,0
69,co-op,NA,oil,0,efficiency kitchen,541,1,1,0,3,0,0,NA,720,NA,11372,0
86,co-op,formal,NA,0,eatin,732,1,1,0,4,0,0,NA,NA,NA,11372,0
74,co-op,other,gas,0,efficiency kitchen,569,1,1,0,3,0,0,NA,725,NA,11372,0
79,co-op,NA,oil,0,efficiency kitchen,299,NA,1,0,2,0,0,NA,NA,NA,11372,0
102,co-op,NA,gas,0,efficiency kitchen,850,2,2,0,5,0,25,NA,1100,NA,11372,0
97,condo,combo,oil,0,efficiency,NA,2,1,0,4,0,0,NA,738,3284,11372,416
NA,condo,NA,oil,0,efficiency,NA,1,1,0,5,0,0,NA,555,2595,11372,387
87,condo,formal,oil,0,eatin,NA,3,1,1,6,0,0,NA,1200,4800,11358,536
14,condo,NA,gas,0,efficiency kitchen,NA,2,1,0,5,0,0,NA,604,258,11358,224
12,condo,combo,gas,0,combo,NA,3,2,0,7,0,0,NA,NA,372,11354,460
74,co-op,combo,oil,0,efficiency kitchen,715,1,1,0,3,0,0,NA,NA,NA,11358,0
13,condo,combo,gas,0,eatin,NA,2,2,0,6,0,0,NA,1040,189,11368,329
16,condo,combo,gas,0,combo,NA,2,1,0,5,0,0,NA,NA,550,11354,0
96,co-op,NA,oil,0,efficiency kitchen,565,1,1,0,2,0,50,NA,NA,NA,11372,0
85,co-op,combo,oil,0,eatin,820,1,1,0,3,0,50,NA,750,NA,11372,0
96,co-op,NA,oil,0,efficiency kitchen,912,1,1,0,4,0,50,NA,NA,NA,11372,0
62,co-op,combo,gas,1,efficiency kitchen,720,1,1,0,3,0,0,NA,NA,NA,11372,0
69,co-op,other,gas,0,eatin,914,2,2,0,5,0,0,NA,1150,NA,11372,0
105,co-op,formal,gas,0,efficiency kitchen,504,1,1,0,4,0,30,NA,800,NA,11372,0
108,co-op,NA,oil,0,eatin,528,2,1,0,5,0,0,NA,850,NA,11377,0
21,condo,formal,gas,0,combo,507,1,1,0,4,200,0,NA,NA,450,11368,0
87,condo,formal,oil,0,efficiency kitchen,400,1,1,0,5,0,0,NA,NA,2584,11373,0
88,condo,formal,oil,0,eatin,NA,1,1,0,4,0,0,NA,870,210,11104,546
37,condo,formal,gas,1,eatin,NA,5,3,0,11,0,0,NA,2200,7774,11356,486
88,co-op,other,gas,0,efficiency kitchen,549,1,1,0,3,0,50,NA,725,NA,11104,0
21,condo,formal,gas,0,combo,NA,2,1,1,5,0,0,NA,850,1350,11355,320
21,condo,other,gas,0,combo,NA,2,1,1,5,0,0,NA,NA,1800,11355,320
62,co-op,formal,oil,0,efficiency kitchen,515,2,1,0,4,0,0,NA,NA,NA,11377,0
45,condo,combo,gas,0,eatin,NA,2,1,1,5,0,0,NA,910,4225,11355,602
29,condo,NA,gas,0,eatin,NA,NA,1,0,3,0,0,NA,569,2425,11377,305
44,condo,NA,gas,1,eatin,NA,3,2,1,7,0,0,NA,2050,4738,11356,428
98,co-op,combo,oil,0,efficiency kitchen,660,1,1,0,3,0,0,NA,634,NA,11373,0
60,co-op,combo,gas,0,efficiency kitchen,540,1,1,0,3,0,0,NA,665,NA,11363,0
18,condo,formal,gas,0,combo,NA,2,2,0,4,0,0,NA,800,250,11373,219
63,co-op,NA,oil,0,combo,412,1,1,0,2,0,0,NA,NA,NA,11355,0
62,co-op,combo,gas,0,efficiency kitchen,410,NA,1,0,2,0,0,NA,NA,NA,11355,0
39,condo,combo,gas,0,combo,NA,1,1,0,3,0,0,NA,720,2922,11355,215
68,co-op,NA,gas,0,efficiency kitchen,613,1,1,0,4,0,0,NA,NA,NA,11355,0
64,co-op,formal,gas,0,combo,NA,1,1,0,4,0,0,NA,800,NA,11355,0
11,condo,formal,gas,0,combo,NA,1,1,0,3,0,0,NA,804,66,11104,185
60,co-op,NA,gas,0,eatin,973,3,2,0,6,0,50,NA,1300,NA,11355,0
63,co-op,NA,gas,0,combo,690,1,1,0,3,0,35,NA,800,NA,11355,0
63,co-op,NA,gas,0,combo,940,2,2,0,5,0,35,NA,1200,NA,11355,0
60,co-op,formal,gas,0,eatin,963,3,2,0,6,0,0,NA,1300,NA,11355,0
63,co-op,NA,oil,0,efficiency,1086,3,2,0,6,120,0,NA,NA,NA,11355,0
63,co-op,NA,gas,0,combo,787,2,1,0,4,0,0,NA,NA,NA,11355,0
12,condo,combo,gas,0,efficiency kitchen,NA,2,2,0,5,0,0,NA,NA,892,11361,335
17,condo,combo,gas,0,eatin,NA,2,2,0,5,0,0,NA,NA,17,11355,210
63,co-op,combo,oil,0,efficiency kitchen,930,2,2,0,5,0,0,NA,NA,NA,11363,0
93,condo,NA,electric,0,eatin,NA,1,1,0,5,0,0,NA,743,2808,11104,319
74,co-op,formal,gas,0,eatin,901,3,1,0,7,0,0,NA,1300,NA,11355,0
70,co-op,formal,gas,0,eatin,700,2,1,0,6,0,0,NA,850,NA,11355,0
66,condo,combo,oil,0,efficiency,NA,1,1,0,4,0,0,NA,NA,2382,11355,453
94,co-op,other,oil,0,efficiency kitchen,575,1,1,1,4,0,0,NA,NA,NA,11103,0
36,condo,combo,gas,0,eatin,210,2,1,1,4,0,0,NA,850,3400,11373,0
37,condo,combo,gas,0,combo,NA,2,1,1,5,0,0,NA,800,2800,11358,226
64,co-op,NA,NA,0,eatin,550,NA,1,0,3,0,0,NA,NA,NA,11362,0
74,co-op,formal,gas,0,combo,460,1,1,0,4,0,0,NA,NA,NA,11377,0
37,condo,formal,gas,0,combo,NA,2,2,1,7,0,0,NA,NA,3280,11356,376
36,condo,formal,gas,1,eatin,NA,2,1,1,5,0,0,NA,NA,3740,11373,265
62,condo,other,gas,0,eatin,NA,1,1,0,3,0,0,NA,663,3200,11373,490
69,co-op,combo,gas,0,efficiency,670,2,1,0,4,0,0,NA,NA,NA,11378,0
69,co-op,combo,gas,0,efficiency kitchen,670,2,1,0,4,0,0,NA,NA,NA,11378,0
37,condo,formal,gas,1,efficiency,NA,2,2,0,6,0,0,NA,NA,2700,11356,380
63,co-op,combo,gas,0,efficiency,687,1,1,0,3,95,0,NA,NA,NA,11362,0
63,co-op,formal,gas,0,efficiency kitchen,877,2,1,0,4,0,0,NA,NA,NA,11362,0
63,co-op,combo,gas,0,efficiency,644,1,1,0,3,0,0,NA,NA,NA,11362,0
63,co-op,combo,gas,0,efficiency kitchen,634,1,1,0,3,0,0,NA,NA,NA,11362,0
33,condo,combo,gas,0,efficiency kitchen,NA,1,1,0,4,0,0,NA,1020,1860,11368,280
69,condo,NA,oil,0,eatin,NA,2,1,0,4,0,0,NA,800,3478,11365,390
74,co-op,NA,gas,0,efficiency kitchen,673,1,1,0,3,0,30,NA,650,NA,11362,0
56,co-op,formal,gas,1,eatin,511,NA,1,0,2,180,0,NA,NA,NA,11368,0
8,condo,formal,gas,0,combo,NA,1,1,0,3,0,0,NA,622,150,11355,0
8,condo,other,gas,0,combo,NA,2,1,0,4,0,0,NA,900,120,11355,315
56,co-op,formal,gas,0,efficiency kitchen,863,2,2,0,4,0,0,NA,NA,NA,11374,0
62,co-op,other,oil,0,eatin,977,3,2,0,7,0,0,NA,1428,NA,11377,0
97,condo,NA,other,0,eatin,NA,1,1,0,3,0,0,NA,741,245,11377,377
97,condo,NA,gas,0,eatin,NA,1,1,0,3,0,0,NA,NA,258,11377,398
62,co-op,combo,gas,1,eatin,648,1,1,0,3,150,50,NA,750,NA,11374,0
57,co-op,combo,gas,0,efficiency ktchen,995,1,1,0,3,150,0,NA,900,NA,"61-20 Grand Central Pky,  Forest Hills NY, 1137",0
60,co-op,formal,gas,0,efficiency kitchen,1265,2,1,0,4,0,0,NA,1000,NA,11375,0
59,co-op,formal,gas,0,efficiency kitchen,1601,2,2,0,4,0,40,NA,1200,NA,11375,0
59,co-op,formal,gas,0,efficiency kitchen,1757,2,2,0,5,0,35,NA,1300,NA,11375,0
57,co-op,combo,gas,1,efficiency kitchen,1700,3,2,0,6,0,0,NA,1450,NA,11375,0
60,co-op,combo,gas,0,efficiency kitchen,1034,2,1,0,4,0,0,NA,NA,NA,11375,0
59,co-op,formal,gas,0,eatin,1708,2,2,0,4,0,0,NA,1300,NA,11375,0
62,co-op,combo,gas,1,eatin,850,2,1,0,4,150,50,NA,975,NA,11374,0
64,co-op,formal,oil,1,eatin,1241,3,2,0,6,150,50,NA,1400,NA,11374,0
64,co-op,combo,NA,0,efficiency kitchen,642,1,1,0,3,0,0,NA,NA,NA,11374,0
69,co-op,other,oil,0,combo,842,2,1,0,4,0,0,NA,NA,NA,11374,0
74,co-op,formal,gas,0,efficiency kitchen,709,1,1,0,4,160,50,NA,800,NA,11374,0
64,co-op,combo,oil,1,combo,462,NA,1,0,0,160,50,NA,310,NA,11374,0
64,co-op,combo,oil,1,efficiency,938,2,1,0,5,160,0,NA,NA,NA,11374,0
53,condo,combo,gas,1,eatin,NA,3,2,1,6,0,0,NA,1520,4415,11362,354
36,condo,combo,gas,1,combo,NA,2,1,1,8,56,0,NA,1000,3500,11374,779
74,co-op,formal,gas,0,eatin,718,2,1,0,4,0,0,NA,1200,NA,11375,0
64,co-op,NA,gas,1,combo,811,2,1,0,6,95,0,NA,1550,NA,11375,0
64,co-op,other,gas,1,combo,811,2,1,0,6,95,0,NA,1250,2499,11375,0
79,co-op,formal,oil,0,eatin,643,1,1,0,3,0,0,NA,NA,NA,11374,0
75,condo,combo,gas,0,efficiency kitchen,NA,2,1,0,5,125,0,NA,NA,3606,11374,518
75,condo,other,NA,0,efficiency kitchen,NA,2,2,0,5,0,0,NA,NA,350,11374,440
72,condo,NA,gas,0,combo,NA,NA,1,0,2,0,0,NA,NA,2013,11374,0
72,condo,formal,oil,0,eatin,NA,1,1,0,4,0,0,NA,900,2450,11374,418
16,condo,combo,gas,0,eatin,NA,1,1,0,3,0,0,NA,719,31,11375,560
16,condo,combo,gas,1,eatin,NA,2,2,0,5,0,0,NA,1250,65,11375,830
74,co-op,combo,gas,0,combo,690,2,1,0,4,0,50,NA,900,NA,11374,0
72,co-op,formal,oil,1,eatin,1225,3,2,0,6,150,47,NA,1350,NA,11374,0
69,co-op,combo,oil,0,combo,445,1,1,0,3,0,0,NA,NA,NA,11374,0
85,co-op,NA,oil,0,combo,482,NA,1,0,2,0,0,NA,NA,NA,11374,0
64,condo,combo,gas,0,eatin,NA,2,2,0,5,0,0,NA,NA,3047,11362,402
41,condo,NA,NA,0,eatin,NA,1,1,0,3,0,0,NA,NA,1829,11362,170
61,co-op,combo,oil,0,efficiency,640,2,1,0,5,0,0,NA,NA,NA,11377,0
72,co-op,NA,oil,0,efficiency,400,NA,1,0,3,0,50,NA,NA,NA,11377,0
75,co-op,combo,gas,0,efficiency,859,2,1,0,4,0,0,NA,NA,NA,11364,0
10,condo,formal,gas,0,eatin,NA,1,2,1,6,0,0,NA,NA,6988,11377,0
85,co-op,other,oil,0,eatin,799,1,1,0,3,0,45,NA,800,NA,11374,0
61,condo,formal,oil,1,combo,NA,1,1,0,3,225,0,NA,NA,2413,11374,0
61,condo,formal,oil,1,eatin,NA,NA,1,0,4,250,0,NA,860,3500,11374,362
61,condo,formal,oil,0,combo,NA,2,1,0,5,225,0,NA,870,3945,11374,360
61,condo,formal,oil,1,eatin,NA,2,1,0,5,0,0,NA,NA,4227,11374,437
61,condo,formal,oil,1,eatin,NA,1,1,0,4,225,0,NA,620,3127,11374,254
85,co-op,combo,gas,0,eatin,916,2,1,0,5,0,50,NA,NA,NA,11374,0
61,co-op,combo,oil,1,none,418,NA,1,0,3,0,0,NA,550,NA,11375,0
74,co-op,formal,gas,0,combo,550,1,1,0,3,0,50,NA,NA,NA,11375,0
74,co-op,combo,oil,0,efficiency kitchen,671,1,1,0,3,0,50,NA,700,NA,11374,0
59,co-op,combo,gas,1,efficiency kitchen,943,2,1,0,4,150,50,NA,1000,NA,11375,0
59,co-op,combo,gas,0,efficiency kitchen,824,1,1,0,3,150,0,NA,NA,NA,11375,0
59,co-op,NA,oil,1,combo,1165,2,1,0,4,0,0,NA,NA,NA,11375,0
39,condo,other,gas,0,efficiency kitchen,NA,2,2,0,5,0,0,NA,1300,3491,11379,422
17,condo,combo,gas,0,efficiency kitchen,NA,2,2,0,5,0,0,NA,NA,911,11379,373
68,co-op,combo,electric,0,efficiency kitchen,597,1,1,0,3,0,50,NA,600,NA,11375,0
74,co-op,combo,gas,0,efficiency kitchen,908,2,1,0,4,0,0,NA,NA,NA,11364,0
69,co-op,formal,gas,1,efficiency kitchen,913,2,1,0,5,130,0,NA,1000,NA,11375,0
69,co-op,combo,gas,1,combo,632,1,1,0,3,185,50,NA,750,NA,11375,0
74,co-op,formal,oil,0,efficiency kitchen,534,1,1,0,3,0,0,NA,NA,NA,11375,0
74,co-op,combo,oil,1,efficiency kitchen,929,2,1,0,5,120,0,NA,NA,NA,11375,0
74,co-op,formal,gas,0,eatin,500,2,1,0,5,11,65,NA,NA,NA,11364,0
69,co-op,combo,gas,0,eatin,1103,2,1,1,5,0,0,NA,NA,NA,11375,0
79,co-op,combo,gas,0,eatin,805,1,1,0,3,189,0,NA,NA,NA,11375,0
75,co-op,NA,oil,0,combo,679,1,1,0,2,189,32,NA,NA,NA,11375,0
73,co-op,other,NA,1,eatin,493,1,1,0,3,0,38,NA,NA,NA,11375,0
69,co-op,formal,oil,0,efficiency,658,1,1,0,3,0,0,NA,700,NA,11367,0
64,co-op,NA,gas,0,efficiency kitchen,429,NA,1,0,1,0,0,NA,500,NA,11375,0
74,condo,combo,gas,0,eatin,2127,2,1,0,4,0,0,NA,NA,NA,11364,336
74,co-op,NA,gas,0,eatin,1075,3,2,0,8,0,50,NA,NA,NA,11375,0
75,co-op,other,oil,1,efficiency,612,1,1,0,3,133,48,NA,621,NA,11375,0
92,co-op,formal,gas,1,eatin,996,2,2,0,4,75,0,NA,NA,NA,11375,0
84,co-op,NA,oil,0,combo,700,1,1,0,2,0,50,NA,NA,NA,11375,0
74,co-op,formal,NA,0,efficiency kitchen,1013,2,1,0,5,0,0,NA,NA,NA,11367,0
74,co-op,NA,gas,0,eatin,745,1,1,0,4,0,0,NA,NA,NA,11367,0
70,co-op,NA,gas,1,efficiency,1620,3,2,0,8,140,36,NA,NA,NA,11375,0
68,co-op,formal,gas,0,efficiency kitchen,1287,2,2,0,7,0,0,NA,NA,NA,11375,0
84,co-op,formal,gas,0,eatin,817,1,1,0,4,150,0,NA,725,NA,11375,0
82,co-op,other,NA,1,eatin,1050,2,1,0,5,150,0,NA,NA,NA,11375,0
74,co-op,formal,gas,0,efficiency,542,2,1,0,5,0,0,NA,NA,NA,11364,0
84,co-op,other,other,0,eatin,1335,2,2,0,4,0,50,NA,1155,NA,11375,0
84,co-op,other,other,0,eatin,1339,2,2,0,5,0,50,NA,1231,NA,11375,0
84,co-op,other,other,0,eatin,1790,4,2,0,7,0,50,NA,1557,NA,11375,0
74,condo,formal,oil,0,eatin,NA,2,2,0,5,0,0,NA,1215,4104,11375,740
74,co-op,combo,gas,0,efficiency kitchen,461,2,1,0,5,0,0,NA,NA,NA,11364,0
74,co-op,formal,oil,0,efficiency kitchen,652,1,1,0,3,0,0,NA,NA,NA,11367,0
75,co-op,combo,gas,0,efficiency kitchen,753,2,1,0,5,40,0,NA,NA,NA,11367,0
57,co-op,formal,gas,0,eatin,1478,2,2,0,6,180,0,NA,1415,NA,11375,0
57,co-op,formal,gas,1,eatin,1317,2,2,0,5,0,0,NA,NA,NA,11375,0
62,co-op,NA,gas,1,eatin,750,1,1,0,4,165,0,NA,752,NA,11375,0
60,co-op,combo,gas,0,efficiency kitchen,687,1,1,0,1,0,0,NA,625,NA,11375,0
60,co-op,NA,gas,0,combo,540,NA,1,0,2,0,0,NA,NA,NA,11375,0
60,co-op,combo,gas,0,combo,897,1,1,0,3,0,0,NA,NA,NA,11375,0
60,co-op,combo,gas,0,combo,715,1,1,0,3,0,0,NA,NA,NA,11375,0
60,co-op,NA,gas,0,combo,876,1,1,0,3,0,0,NA,NA,NA,11375,0
60,co-op,combo,gas,0,combo,1092,2,1,0,4,0,0,NA,NA,NA,11375,0
60,co-op,formal,gas,0,combo,1191,2,1,0,4,0,0,NA,NA,NA,11375,0
60,co-op,combo,gas,0,combo,683,NA,1,0,3,0,0,NA,NA,NA,11375,0
74,co-op,combo,oil,0,combo,677,NA,1,0,3,0,0,NA,NA,NA,11375,0
74,co-op,combo,oil,0,eatin,715,1,1,0,4,0,0,NA,NA,NA,11426,0
17,condo,formal,gas,0,eatin,NA,3,2,0,8,0,0,NA,1400,394,11365,652
69,co-op,NA,oil,0,none,1280,1,1,0,4,0,0,NA,700,NA,11375,0
68,co-op,combo,gas,1,eatin,1042,2,1,0,5,0,0,NA,NA,NA,11375,0
69,co-op,combo,gas,0,efficiency kitchen,858,1,1,0,3,60,0,NA,850,NA,11357,0
20,condo,formal,gas,0,efficiency kitchen,NA,3,2,0,7,0,0,NA,1100,54,11365,170
20,condo,formal,gas,0,efficiency kitchen,NA,3,2,0,6,0,0,NA,1100,54,11365,170
74,co-op,combo,oil,1,eatin,702,1,1,0,4,0,0,NA,NA,NA,11426,0
84,condo,other,gas,0,eatin,NA,1,1,0,3,0,0,NA,NA,2411,11375,542
69,co-op,combo,oil,1,efficiency kitchen,1469,3,1,0,5,0,39,NA,NA,NA,11357,0
74,co-op,combo,oil,0,eatin,514,1,1,0,3,0,39,NA,585,NA,11004,0
84,co-op,other,other,0,combo,1078,2,1,0,4,0,50,NA,980,NA,11372,0
84,co-op,other,other,0,combo,1099,2,1,0,4,0,50,NA,1020,NA,11372,0
